ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_Rating,Cost_of_the_Product,Prior_purchases,Order_Priority,Gender,Discount,Weight_in_grams,Arrived_on_schedule,Order_Date,Time
335,C,Ship,4,2,220,5,low,Male,33,2854,1,22-08-2022,20:53:14
336,F,Ship,3,1,194,4,low,Male,64,2026,1,24-11-2022,19:01:02
337,D,Ship,5,1,262,3,medium,Female,58,3599,1,11-11-2022,20:58:44
338,F,Ship,4,4,201,2,low,Female,1,3147,1,25-08-2022,14:13:44
339,A,Ship,3,5,261,3,medium,Male,15,2989,1,11-07-2022,17:22:56
340,B,Ship,4,4,191,6,low,Female,60,3425,1,30-07-2022,16:16:19
341,C,Ship,2,5,255,5,medium,Female,53,3775,1,11-01-2022,17:31:49
342,F,Ship,3,2,169,2,high,Male,30,1698,1,09-05-2022,17:11:41
343,D,Ship,4,5,162,2,medium,Male,64,1918,1,25-04-2022,16:23:49
344,F,Ship,2,5,248,6,low,Female,62,2750,1,24-07-2022,12:45:26
345,A,Ship,5,3,197,4,low,Female,2,2222,1,08-05-2022,12:22:44
346,B,Ship,5,1,264,3,low,Male,6,2882,1,29-12-2022,22:46:19
347,C,Ship,5,5,260,2,medium,Female,55,2791,1,22-09-2022,14:26:17
348,F,Ship,5,3,186,2,medium,Female,58,2259,1,22-07-2022,6:24:50
349,D,Ship,4,5,233,4,low,Female,44,2551,1,14-11-2022,17:48:09
350,F,Ship,5,1,161,3,low,Male,47,1954,1,19-03-2022,13:02:13
351,A,Ship,4,5,188,3,low,Female,13,2409,1,25-01-2022,13:32:46
352,B,Ship,5,5,171,2,medium,Female,22,1695,1,30-07-2022,19:05:32
353,C,Ship,2,2,267,3,medium,Male,15,2481,1,06-07-2022,18:16:06
354,F,Ship,4,3,255,2,high,Male,47,2956,1,24-01-2022,14:23:58
355,D,Ship,3,2,132,3,low,Female,56,1303,1,12-10-2022,20:54:25
356,F,Ship,5,1,266,3,low,Female,31,3157,1,09-04-2022,21:08:01
357,A,Ship,3,4,198,2,low,Male,25,2774,1,23-08-2022,8:03:00
358,B,Ship,2,3,247,2,medium,Female,62,3127,1,17-10-2022,13:16:44
359,C,Ship,3,1,140,3,medium,Female,65,1291,1,29-05-2022,12:35:44
360,F,Ship,4,3,131,5,low,Male,6,1659,1,24-05-2022,12:16:48
361,D,Ship,5,2,246,3,medium,Male,49,3236,1,03-10-2022,21:08:31
362,F,Ship,3,2,159,3,medium,Female,4,1681,1,14-05-2022,17:56:57
363,A,Ship,3,5,203,2,medium,Male,61,3642,1,29-06-2022,13:38:02
364,B,Ship,4,3,187,4,high,Female,29,3141,1,24-04-2022,1:34:00
365,C,Ship,6,2,146,3,low,Female,62,1936,1,05-01-2022,7:31:49
366,F,Ship,3,2,234,3,medium,Male,39,2099,1,07-12-2022,16:27:30
367,D,Ship,3,4,122,3,high,Female,15,1354,1,22-12-2022,17:25:28
368,F,Ship,3,3,135,3,low,Male,8,1074,1,06-04-2022,18:20:00
369,A,Ship,3,5,103,3,low,Male,3,1403,1,19-05-2022,18:13:54
370,B,Ship,3,5,257,3,medium,Female,19,2173,1,16-03-2022,13:51:18
371,C,Ship,4,3,169,2,low,Male,2,1399,1,18-09-2022,13:13:47
372,F,Ship,4,5,159,3,medium,Male,18,1808,1,29-12-2022,20:53:48
373,D,Ship,4,5,188,3,low,Male,38,3031,1,23-10-2022,19:24:21
374,F,Ship,5,1,136,3,medium,Male,19,1420,1,06-11-2022,9:12:33
375,A,Ship,5,1,227,3,low,Female,19,3007,1,02-10-2022,14:00:19
376,B,Ship,3,5,262,2,low,Female,53,3275,1,06-04-2022,16:24:03
377,C,Ship,2,3,157,2,low,Male,45,1965,1,27-10-2022,11:10:11
378,F,Ship,5,3,238,2,medium,Female,21,2053,1,14-09-2022,22:06:32
379,D,Ship,3,5,152,3,low,Male,43,1282,1,26-12-2022,11:02:31
380,F,Ship,3,2,201,3,medium,Male,5,2040,1,04-03-2022,18:26:12
381,A,Ship,3,4,148,2,low,Male,54,1778,1,13-10-2022,22:54:20
382,B,Ship,5,2,199,4,low,Female,59,2885,1,02-08-2022,15:26:38
383,C,Ship,5,4,215,2,low,Female,45,3501,1,10-11-2022,19:47:29
384,F,Ship,4,5,175,2,low,Male,40,1270,1,05-02-2022,18:24:22
385,D,Road,4,3,236,2,high,Male,23,3123,1,07-03-2022,20:38:37
386,F,Road,2,5,182,2,medium,Female,57,2896,1,19-04-2022,16:12:34
387,A,Road,3,1,251,3,medium,Male,42,3698,1,08-03-2022,23:41:49
388,B,Road,5,2,173,3,low,Female,7,1855,1,10-05-2022,14:03:27
389,C,Road,4,3,225,3,low,Female,62,2587,1,30-04-2022,13:34:43
390,F,Road,4,2,167,4,low,Female,20,1705,1,19-12-2022,21:50:14
391,D,Road,4,1,259,3,low,Male,20,2154,1,04-12-2022,15:58:09
392,F,Road,4,1,178,3,medium,Female,63,1573,1,02-07-2022,13:58:59
393,A,Road,4,4,178,4,medium,Female,13,1614,1,06-09-2022,13:44:08
394,B,Road,5,4,169,2,low,Female,20,1765,1,12-11-2022,12:04:03
395,C,Road,3,2,272,2,low,Male,33,2321,1,16-07-2022,10:04:36
396,F,Road,4,4,183,3,low,Male,29,3251,1,28-07-2022,20:07:49
397,D,Road,3,4,205,3,low,Female,10,2728,1,18-01-2022,16:44:45
398,F,Road,2,1,123,4,low,Female,53,1036,1,28-11-2022,22:47:13
399,A,Road,4,3,152,3,low,Male,58,1453,1,21-03-2022,20:11:07
400,B,Road,3,1,220,2,high,Female,40,3773,1,27-04-2022,13:33:35
401,C,Road,4,3,134,3,low,Male,51,1965,1,22-07-2022,13:04:47
402,F,Road,3,2,217,2,high,Male,19,2992,1,08-05-2022,19:48:01
403,D,Road,3,2,265,3,low,Female,49,2791,1,18-04-2022,11:30:58
404,F,Road,4,2,249,5,medium,Male,36,3836,1,11-05-2022,9:13:17
405,A,Road,5,3,213,4,medium,Female,50,2003,1,27-03-2022,19:19:44
406,B,Road,2,2,124,3,low,Female,56,1494,1,09-06-2022,11:19:49
407,C,Flight,4,1,180,2,low,Male,23,1193,1,23-10-2022,18:07:30
408,F,Flight,4,5,193,3,medium,Male,65,2267,1,03-07-2022,19:34:23
409,D,Flight,3,2,192,3,medium,Male,43,3339,1,08-10-2022,21:18:45
410,F,Flight,2,5,166,3,medium,Male,3,1832,1,17-01-2022,18:22:05
411,A,Flight,3,2,264,3,medium,Male,5,3861,1,08-02-2022,13:37:07
412,B,Flight,3,4,200,2,medium,Male,14,3528,1,17-07-2022,9:29:02
413,C,Flight,4,3,142,4,medium,Male,12,1396,1,07-05-2022,20:57:42
414,F,Flight,4,1,215,2,low,Male,32,3066,1,01-11-2022,16:54:38
415,D,Flight,2,1,218,2,low,Male,15,2745,1,21-11-2022,10:19:27
416,F,Flight,3,2,115,3,low,Female,27,1814,1,04-05-2022,21:40:39
417,A,Flight,4,3,159,3,low,Male,33,1330,1,08-12-2022,15:59:11
418,B,Flight,5,5,133,3,low,Male,63,1218,1,11-10-2022,13:00:02
419,C,Flight,5,2,178,3,low,Male,48,1517,1,13-10-2022,11:13:38
420,F,Flight,4,2,134,2,low,Female,43,1714,1,04-11-2022,21:44:43
421,D,Flight,3,1,184,5,medium,Female,58,2544,1,06-01-2022,18:22:19
422,F,Flight,4,2,251,2,medium,Male,24,2405,1,19-05-2022,12:14:08
423,A,Flight,3,2,141,3,low,Male,7,1933,1,05-11-2022,19:30:41
424,B,Flight,4,4,229,2,medium,Male,45,3776,1,30-01-2022,9:59:07
425,C,Flight,4,1,203,4,low,Male,34,3813,1,11-02-2022,9:40:11
426,F,Flight,4,3,158,3,medium,Female,57,1911,1,07-12-2022,16:42:57
427,D,Flight,3,4,167,3,medium,Male,52,1755,1,13-06-2022,15:43:58
428,F,Flight,5,4,197,4,low,Female,40,3303,1,19-10-2022,0:26:23
429,A,Ship,2,2,140,3,low,Female,19,1806,1,16-12-2022,11:31:18
430,B,Ship,5,1,205,2,medium,Male,27,3569,1,12-01-2022,23:11:44
431,C,Ship,5,5,208,3,low,Female,45,2018,1,06-11-2022,22:25:10
432,F,Ship,4,2,96,3,low,Male,22,1294,1,16-10-2022,18:31:23
433,D,Ship,6,4,205,3,low,Female,44,2064,1,29-09-2022,20:09:24
434,F,Ship,4,2,215,3,medium,Female,48,2953,1,17-08-2022,10:33:27
435,A,Ship,4,1,216,3,low,Female,43,2643,1,01-11-2022,17:57:54
436,B,Ship,3,1,112,2,high,Male,22,1846,1,04-12-2022,22:59:50
437,C,Ship,5,4,222,3,low,Female,20,3632,1,21-08-2022,13:18:37
438,F,Ship,5,2,186,3,medium,Female,15,2153,1,09-01-2022,19:42:43
439,D,Ship,3,5,241,3,medium,Male,48,2841,1,26-06-2022,13:32:22
440,F,Ship,3,3,172,3,low,Female,58,1269,1,27-06-2022,0:34:10
441,A,Ship,3,5,251,2,high,Male,23,2426,1,18-02-2022,1:02:11
442,B,Ship,5,3,190,3,high,Male,45,2628,1,03-09-2022,23:09:50
443,C,Ship,4,3,186,2,medium,Female,48,2805,1,04-10-2022,8:33:09
444,F,Ship,4,4,207,2,medium,Male,35,2596,1,14-02-2022,18:32:52
445,D,Ship,3,3,135,3,low,Female,19,1366,1,17-08-2022,17:37:52
446,F,Ship,4,4,189,2,medium,Female,18,2955,1,05-08-2022,17:40:34
447,A,Ship,4,4,173,5,medium,Female,51,1691,1,25-06-2022,15:47:27
448,B,Ship,3,4,194,3,medium,Male,3,2169,1,27-09-2022,14:17:37
449,C,Ship,3,1,183,3,low,Male,19,3018,1,15-10-2022,21:45:12
450,F,Ship,4,3,140,2,low,Female,22,1248,1,06-03-2022,9:53:36
451,D,Ship,4,4,244,3,medium,Female,55,2782,1,14-06-2022,15:42:20
452,F,Ship,2,3,189,4,low,Male,34,3355,1,01-11-2022,16:37:54
453,A,Ship,3,2,157,2,medium,Male,53,1390,1,20-05-2022,10:33:47
454,B,Ship,4,1,275,10,medium,Female,23,2726,1,01-07-2022,21:12:33
455,C,Ship,4,5,133,3,low,Female,53,1467,1,21-05-2022,21:10:35
456,F,Ship,4,1,149,3,medium,Male,54,1178,1,14-12-2022,11:22:37
457,D,Ship,3,3,254,2,high,Male,17,3153,1,30-01-2022,21:47:13
458,F,Ship,3,4,145,8,low,Female,15,1429,1,04-01-2022,17:56:28
459,A,Ship,3,2,179,5,low,Female,52,1991,1,17-06-2022,9:55:37
460,B,Ship,5,2,168,3,low,Male,26,1526,1,20-07-2022,11:46:49
461,C,Ship,4,1,202,3,medium,Female,18,3940,1,14-03-2022,9:06:34
462,F,Ship,3,4,220,7,low,Male,43,2620,1,19-10-2022,13:22:15
463,D,Ship,3,4,244,8,low,Male,1,2703,1,02-09-2022,13:01:06
464,F,Ship,4,2,186,7,medium,Female,40,3111,1,04-07-2022,16:49:21
465,A,Ship,5,2,263,8,medium,Male,24,3139,1,13-09-2022,17:26:06
466,B,Ship,3,2,294,4,low,Female,15,1318,1,24-07-2022,11:32:11
467,C,Ship,3,5,226,2,medium,Female,2,1043,1,05-07-2022,11:55:58
468,F,Ship,4,4,173,5,medium,Female,2,1175,1,30-09-2022,20:24:33
469,D,Ship,3,5,194,3,medium,Female,10,2277,1,03-05-2022,14:31:43
470,F,Ship,3,5,183,3,low,Female,2,3459,1,25-05-2022,22:10:13
471,A,Ship,4,1,140,2,low,Male,61,1770,1,12-01-2022,13:33:22
472,B,Ship,4,3,244,3,medium,Male,8,3318,1,13-12-2022,11:36:11
473,C,Ship,2,2,189,4,low,Male,9,3413,1,20-04-2022,16:21:04
474,F,Ship,3,1,157,2,medium,Female,39,1525,1,26-04-2022,15:47:51
475,D,Ship,4,3,275,10,medium,Male,10,2093,1,01-10-2022,15:34:15
476,F,Ship,4,5,133,3,low,Male,59,1092,1,23-03-2022,15:50:03
477,A,Ship,4,2,149,3,medium,Male,26,1863,1,01-03-2022,7:15:07
478,B,Ship,3,4,254,2,high,Female,41,3973,1,03-03-2022,20:22:53
479,C,Ship,3,4,145,8,low,Female,24,1594,1,04-01-2022,11:31:15
480,F,Ship,3,5,179,5,low,Male,56,1113,1,21-11-2022,20:36:22
481,D,Ship,5,4,168,3,low,Female,13,1317,1,02-04-2022,14:51:11
482,F,Ship,4,5,202,3,medium,Female,46,3181,1,23-10-2022,11:23:50
483,A,Ship,3,3,220,7,low,Male,25,2141,1,10-05-2022,16:04:42
484,B,Ship,3,2,244,8,low,Female,50,3562,1,13-08-2022,9:35:10
485,C,Ship,4,3,186,7,medium,Female,30,2062,1,13-02-2022,20:30:02
486,F,Ship,5,5,263,8,medium,Female,9,2236,1,11-09-2022,14:59:05
487,D,Ship,3,1,294,4,low,Female,25,1498,1,19-12-2022,23:15:51
488,F,Ship,4,1,139,3,low,Female,56,1811,1,03-04-2022,12:56:49
489,A,Ship,7,5,192,3,low,Male,46,1550,1,27-04-2022,19:41:55
490,B,Ship,3,3,235,3,low,Male,5,3065,1,18-07-2022,16:16:28
491,C,Ship,2,1,176,3,low,Female,15,1996,1,06-05-2022,10:27:56
492,F,Ship,5,4,224,3,low,Female,34,2627,1,11-04-2022,12:10:02
493,D,Ship,3,4,128,3,medium,Female,51,1524,1,20-08-2022,21:31:59
494,F,Ship,5,4,226,5,low,Male,47,2240,1,07-12-2022,17:53:30
495,A,Ship,5,1,160,5,medium,Female,16,1526,1,24-10-2022,8:21:25
496,B,Ship,3,1,197,5,low,Male,45,2224,1,06-11-2022,18:45:01
497,C,Ship,4,2,216,3,low,Female,12,2273,1,04-11-2022,10:46:33
498,F,Ship,4,4,199,2,low,Male,9,3075,1,03-05-2022,14:31:13
499,D,Ship,5,5,271,2,low,Male,27,3957,1,02-03-2022,7:55:59
500,F,Ship,5,1,201,3,low,Female,47,2657,1,01-06-2022,23:15:14
501,A,Ship,3,4,212,2,low,Male,33,2021,1,03-02-2022,15:21:44
502,B,Ship,3,2,177,3,low,Male,10,1641,1,03-08-2022,0:18:09
503,C,Ship,3,4,191,4,medium,Female,43,2903,1,11-07-2022,19:25:07
504,F,Ship,3,2,174,3,low,Male,30,1986,1,07-08-2022,12:01:07
505,D,Ship,5,3,162,2,low,Female,14,1045,1,23-12-2022,12:21:17
506,F,Ship,3,1,219,2,low,Female,39,2696,1,30-07-2022,18:25:18
507,A,Ship,4,4,155,3,medium,Female,35,1421,1,09-08-2022,15:26:21
508,B,Ship,5,3,230,3,medium,Female,3,2923,1,04-05-2022,20:19:38
509,C,Ship,4,5,192,2,medium,Female,36,2497,1,26-04-2022,12:15:07
510,F,Ship,5,2,235,3,low,Male,14,2984,1,15-08-2022,15:07:11
511,D,Ship,3,2,200,3,low,Male,46,3642,1,30-11-2022,5:31:43
512,F,Ship,5,2,172,3,medium,Male,65,1667,1,11-08-2022,10:53:48
513,A,Ship,5,4,160,4,low,Female,6,1603,1,08-05-2022,14:59:40
514,B,Ship,5,3,250,5,low,Male,12,2722,1,27-11-2022,13:57:36
515,C,Ship,4,2,174,3,low,Male,9,1682,1,06-08-2022,15:43:18
516,F,Ship,3,2,204,3,high,Female,54,3608,1,16-06-2022,10:02:20
517,D,Ship,3,5,274,3,medium,Female,51,3476,1,18-05-2022,11:26:45
518,F,Ship,5,5,262,2,medium,Female,62,3744,1,22-06-2022,19:19:21
519,A,Ship,4,5,138,3,medium,Male,23,1785,1,29-04-2022,13:03:33
520,B,Ship,3,1,215,3,medium,Female,2,3873,1,26-03-2022,2:35:27
521,C,Ship,3,1,145,2,low,Female,34,1773,1,12-03-2022,20:54:42
522,F,Road,4,5,149,2,medium,Male,56,1141,1,04-11-2022,9:09:37
523,D,Road,6,5,212,2,medium,Male,38,2359,1,24-08-2022,8:45:01
524,F,Road,3,1,155,3,medium,Female,47,1193,1,05-11-2022,11:05:53
525,A,Road,5,2,154,3,low,Male,40,1238,1,26-04-2022,11:38:04
526,B,Road,3,3,249,3,medium,Male,51,2173,1,23-12-2022,11:43:13
527,C,Road,5,1,206,2,low,Male,2,3490,1,17-05-2022,7:17:54
528,F,Road,4,5,235,3,medium,Female,22,2015,1,09-03-2022,17:13:50
529,D,Road,5,5,261,3,medium,Female,8,3257,1,02-05-2022,13:17:54
530,F,Road,6,1,243,4,high,Female,22,3537,1,25-06-2022,19:46:47
531,A,Road,3,2,237,2,high,Male,26,3103,1,01-12-2022,12:43:37
532,B,Road,2,4,179,2,low,Female,19,1900,1,16-04-2022,23:40:17
533,C,Road,4,3,192,3,low,Female,43,3498,1,04-06-2022,13:14:34
534,F,Road,3,1,141,3,medium,Female,39,1838,1,01-11-2022,13:30:12
535,D,Road,3,2,245,3,low,Female,61,2188,1,17-01-2022,15:58:05
536,F,Road,4,4,177,4,medium,Female,32,1774,1,16-04-2022,16:20:02
537,A,Road,2,3,154,4,high,Female,17,1897,1,18-06-2022,12:35:45
538,B,Road,4,4,228,3,medium,Female,12,3359,1,08-02-2022,14:56:50
539,C,Road,3,3,207,6,high,Female,24,3702,1,29-07-2022,0:48:48
540,F,Road,4,4,266,4,medium,Female,33,2701,1,25-09-2022,21:33:39
541,D,Road,3,3,172,3,medium,Female,42,1707,1,26-09-2022,9:49:09
542,F,Road,4,3,142,3,low,Female,35,1512,1,01-12-2022,20:30:22
543,A,Road,4,5,218,3,low,Female,40,3200,1,16-11-2022,9:44:23
544,B,Flight,3,3,231,2,low,Male,46,2962,1,25-06-2022,8:43:46
545,C,Flight,4,2,180,3,low,Female,47,1434,1,16-11-2022,8:00:13
546,F,Flight,3,1,168,3,low,Male,46,1886,1,21-05-2022,13:16:36
547,D,Flight,5,5,147,4,high,Female,42,1642,1,12-05-2022,0:18:28
548,F,Flight,5,4,245,5,low,Male,6,3592,1,03-06-2022,16:29:52
549,A,Flight,2,4,182,3,medium,Male,47,3792,1,30-11-2022,9:31:20
550,B,Flight,3,4,176,3,medium,Female,8,1567,1,12-07-2022,18:45:24
551,C,Flight,5,3,197,4,medium,Female,51,2917,1,14-10-2022,18:37:58
552,F,Flight,3,5,233,3,medium,Male,52,3519,1,08-12-2022,19:06:05
553,D,Flight,3,4,156,2,low,Male,8,1145,1,08-05-2022,16:31:38
554,F,Flight,2,3,257,4,medium,Female,52,2073,1,16-04-2022,13:18:14
555,A,Flight,5,4,250,3,low,Female,11,3373,1,29-10-2022,23:08:50
556,B,Flight,5,4,189,5,low,Male,3,3301,1,26-11-2022,10:26:53
557,C,Flight,3,3,255,2,high,Male,7,3311,1,15-06-2022,0:14:21
558,F,Flight,2,3,198,2,medium,Male,28,3514,1,05-10-2022,19:53:27
559,D,Flight,4,2,164,3,medium,Male,15,1489,1,04-12-2022,9:55:08
560,F,Flight,5,2,271,3,medium,Male,32,3785,1,04-07-2022,23:29:52
561,A,Flight,3,1,185,2,medium,Female,34,3299,1,19-05-2022,14:12:50
562,B,Flight,2,5,157,6,high,Female,17,1764,1,24-09-2022,22:18:53
563,C,Flight,3,2,137,2,medium,Male,17,1673,1,13-02-2022,17:53:28
564,F,Flight,3,3,229,3,low,Male,14,2164,1,20-04-2022,11:44:11
565,D,Flight,3,3,234,2,medium,Female,39,2449,1,19-06-2022,18:07:37
566,F,Ship,4,3,216,2,low,Male,52,3578,1,07-05-2022,1:09:09
567,A,Ship,3,1,163,4,low,Female,20,1940,1,30-05-2022,10:16:12
568,B,Ship,5,2,268,3,low,Male,19,2526,1,30-07-2022,20:47:50
569,C,Ship,3,3,205,5,medium,Male,35,2988,1,30-05-2022,17:47:23
570,F,Ship,4,5,265,2,medium,Female,18,2969,1,12-07-2022,22:14:06
571,D,Ship,2,2,236,3,medium,Male,3,3416,1,07-03-2022,15:40:14
572,F,Ship,4,1,132,3,low,Male,63,1901,1,10-03-2022,23:35:48
573,A,Ship,3,4,234,2,medium,Male,46,3108,1,24-07-2022,16:14:28
574,B,Ship,4,3,108,6,low,Female,22,1745,1,27-07-2022,23:29:11
575,C,Ship,4,2,276,2,low,Male,54,3706,1,19-09-2022,19:34:08
576,F,Ship,4,2,179,4,low,Male,1,1063,1,28-04-2022,8:02:38
577,D,Ship,4,1,230,3,medium,Male,40,2225,1,28-10-2022,10:28:34
578,F,Ship,3,2,210,3,medium,Female,43,2096,1,16-01-2022,18:26:48
579,A,Ship,3,2,173,3,low,Female,15,1992,1,23-06-2022,10:15:38
580,B,Ship,2,5,201,3,medium,Female,29,3894,1,19-11-2022,11:28:11
581,C,Ship,3,3,214,2,low,Male,21,3342,1,26-05-2022,23:52:17
582,F,Ship,4,2,216,2,medium,Female,22,3024,1,21-02-2022,22:33:55
583,D,Ship,2,5,144,3,medium,Male,61,1313,1,04-05-2022,0:12:31
584,F,Ship,5,5,182,3,medium,Female,27,3039,1,20-03-2022,14:00:18
585,A,Ship,3,3,163,2,medium,Female,48,1369,1,13-05-2022,22:50:32
586,B,Ship,3,3,234,3,medium,Female,8,2334,1,16-08-2022,9:17:44
587,C,Ship,3,2,158,3,high,Female,59,1307,1,10-03-2022,16:46:22
588,F,Ship,3,5,194,2,medium,Male,4,3496,1,11-03-2022,23:18:07
589,D,Ship,3,1,201,6,medium,Female,3,2497,1,10-12-2022,11:45:28
590,F,Ship,3,2,178,2,medium,Female,59,1933,1,28-01-2022,21:26:26
591,A,Ship,4,1,214,5,medium,Male,51,2669,1,22-08-2022,14:54:45
592,B,Ship,3,3,281,2,medium,Male,55,3047,1,03-07-2022,16:42:42
593,C,Ship,3,2,260,3,medium,Female,2,2176,1,24-09-2022,10:29:25
594,F,Ship,3,2,200,2,medium,Female,46,3174,1,16-11-2022,13:50:48
595,D,Ship,5,3,209,2,high,Female,49,2581,1,28-11-2022,20:27:54
596,F,Ship,3,1,185,3,low,Male,61,3280,1,27-10-2022,16:11:38
597,A,Ship,4,3,230,3,low,Female,62,2236,1,17-01-2022,17:02:32
598,B,Ship,3,4,134,3,medium,Female,31,1540,1,06-06-2022,21:37:54
599,C,Ship,4,5,270,2,low,Female,34,2821,1,15-08-2022,11:58:49
600,F,Ship,4,1,140,3,medium,Female,1,1464,1,26-01-2022,20:30:28
601,D,Ship,6,3,133,5,medium,Male,32,1367,1,03-12-2022,17:11:33
602,F,Ship,3,4,145,3,medium,Male,44,1218,1,23-10-2022,19:29:12
603,A,Ship,4,3,206,3,medium,Male,58,2135,1,22-01-2022,14:25:40
604,B,Ship,3,1,162,2,low,Female,52,1125,1,20-02-2022,11:35:09
605,C,Ship,4,3,187,2,low,Female,58,3665,1,30-07-2022,20:47:41
606,F,Ship,4,4,166,5,low,Female,54,1203,1,10-12-2022,23:24:50
607,D,Ship,4,5,178,3,low,Female,48,1819,1,20-07-2022,12:25:03
608,F,Ship,3,1,167,2,high,Female,34,1967,1,04-01-2022,23:23:34
609,A,Ship,4,4,224,3,high,Male,60,3145,1,21-06-2022,16:46:04
610,B,Ship,4,4,158,3,medium,Male,11,1224,1,30-07-2022,21:51:41
611,C,Ship,3,4,134,2,medium,Male,43,1198,1,06-12-2022,21:15:37
612,F,Ship,4,2,147,2,medium,Female,20,1387,1,08-07-2022,17:35:03
613,D,Ship,4,3,187,3,low,Male,61,2207,1,11-05-2022,21:36:10
614,F,Ship,4,5,247,2,medium,Female,18,2404,1,22-06-2022,15:24:44
615,A,Ship,5,4,182,4,high,Male,20,2212,1,10-12-2022,20:39:19
616,B,Ship,4,1,177,4,medium,Female,33,1049,1,07-11-2022,14:12:05
617,C,Ship,5,5,143,2,high,Female,18,1066,1,27-03-2022,20:24:42
618,F,Ship,5,3,245,2,medium,Female,8,3231,1,15-09-2022,23:53:50
619,D,Ship,4,1,133,4,medium,Male,64,1834,1,15-09-2022,22:11:11
620,F,Ship,3,5,224,2,low,Male,13,3891,1,11-02-2022,15:39:11
621,A,Ship,2,5,265,2,low,Female,50,3859,1,25-08-2022,14:34:40
622,B,Ship,4,1,138,2,low,Male,28,1528,1,17-05-2022,16:34:49
623,C,Ship,3,4,253,3,low,Male,6,3788,1,16-02-2022,9:20:26
624,F,Ship,4,1,165,3,medium,Male,51,1293,1,27-08-2022,8:31:17
625,D,Ship,4,3,265,3,low,Female,65,3578,1,24-12-2022,15:50:46
626,F,Ship,3,2,238,3,high,Female,54,3142,1,15-10-2022,20:16:34
627,A,Ship,5,2,236,3,low,Female,51,3402,1,30-05-2022,20:57:49
628,B,Ship,4,2,190,5,high,Female,38,3022,1,13-07-2022,19:38:58
629,C,Ship,6,1,104,4,medium,Female,23,1442,1,30-09-2022,11:18:47
630,F,Ship,4,5,245,2,low,Female,19,2616,1,08-12-2022,19:55:23
631,D,Ship,3,1,155,3,medium,Female,27,1022,1,06-05-2022,19:45:32
632,F,Ship,3,2,233,3,low,Male,63,2143,1,02-05-2022,16:35:06
633,A,Ship,4,3,171,4,low,Female,55,1539,1,17-08-2022,16:39:44
634,B,Ship,2,3,164,2,low,Male,56,1491,1,16-05-2022,13:47:51
635,C,Ship,3,1,141,3,low,Male,6,1361,1,19-10-2022,18:00:01
636,F,Ship,5,3,266,2,low,Female,61,2118,1,26-04-2022,11:20:27
637,D,Ship,3,4,192,2,low,Female,56,3765,1,19-06-2022,0:48:30
638,F,Ship,3,3,229,6,medium,Female,61,2298,1,23-04-2022,14:31:36
639,A,Ship,6,2,269,4,medium,Male,38,3171,1,16-09-2022,14:21:02
640,B,Ship,3,4,247,4,low,Male,59,2939,1,05-05-2022,9:22:24
641,C,Ship,4,4,157,2,low,Female,2,1087,1,06-12-2022,14:21:57
642,F,Ship,3,2,148,3,medium,Female,64,1280,1,20-10-2022,13:08:17
643,D,Ship,4,1,240,2,low,Male,14,2437,1,02-11-2022,15:36:19
644,F,Ship,4,3,197,4,medium,Male,58,3617,1,28-09-2022,22:02:50
645,A,Ship,6,4,121,5,low,Male,23,1734,1,12-01-2022,20:26:33
646,B,Ship,4,2,124,3,high,Male,60,1107,1,11-03-2022,11:50:54
647,C,Ship,4,2,153,3,medium,Female,53,1185,1,18-04-2022,14:33:04
648,F,Ship,5,2,105,4,high,Male,1,1622,1,05-07-2022,8:49:56
649,D,Ship,4,3,202,3,medium,Male,2,3962,1,23-05-2022,14:21:17
650,F,Ship,5,4,162,2,low,Female,54,1635,1,16-03-2022,15:29:46
651,A,Ship,3,4,164,3,medium,Male,13,1158,1,12-09-2022,14:37:29
652,B,Ship,3,2,231,4,medium,Male,48,3370,1,27-07-2022,11:58:46
653,C,Ship,5,2,209,4,medium,Female,12,2933,1,28-06-2022,11:47:10
654,F,Ship,3,1,157,2,high,Male,19,1898,1,30-11-2022,7:27:54
655,D,Ship,4,5,249,2,low,Male,4,2725,1,23-08-2022,13:12:12
656,F,Ship,2,3,264,2,low,Female,63,2896,1,11-03-2022,7:50:11
657,A,Ship,3,1,111,4,low,Male,61,1844,1,15-03-2022,23:33:32
658,B,Ship,3,1,242,3,medium,Female,10,3606,1,17-02-2022,18:52:44
659,C,Road,4,4,169,3,low,Male,23,1058,1,30-12-2022,11:48:59
660,F,Road,5,3,138,2,low,Male,13,1056,1,14-05-2022,9:36:36
661,D,Road,5,1,158,3,low,Male,9,1483,1,10-05-2022,17:48:41
662,F,Road,5,3,146,4,low,Male,5,1718,1,24-10-2022,13:38:07
663,A,Road,4,4,218,5,medium,Female,36,2995,1,25-07-2022,7:39:35
664,B,Road,3,2,178,2,medium,Female,22,1247,1,12-08-2022,17:33:54
665,C,Road,4,5,197,3,low,Female,34,3784,1,06-05-2022,11:20:18
666,F,Road,3,3,243,2,medium,Male,17,3230,1,30-04-2022,11:05:02
667,D,Road,5,2,254,4,high,Male,37,2608,1,10-08-2022,16:37:55
668,F,Road,3,1,237,4,low,Male,33,2782,1,19-08-2022,0:38:22
669,A,Road,5,1,179,3,low,Female,62,1945,1,24-11-2022,9:55:31
670,B,Road,3,2,189,3,medium,Male,38,2108,1,20-07-2022,11:28:33
